Trading Code,Month,Sponsor,Govt,Institute,Foreign,Public
PRIMETEX,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.00","
                          0.00","
                          13.98","
                          0.25","
                          35.77"
PRIMETEX,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.00","
                          0.00","
                          4.65","
                          0.25","
                          45.10"
PRIMETEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          50.00","
                          0.00","
                          4.65","
                          0.25","
                          45.10"
PROGRESLIF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          38.82","
                          0.00","
                          10.75","
                          0.00","
                          50.43"
PROGRESLIF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          38.82","
                          0.00","
                          10.75","
                          0.00","
                          50.43"
PROVATIINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.03","
                          0.00","
                          13.69","
                          0.00","
                          56.28"
PROVATIINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.03","
                          0.00","
                          18.68","
                          0.00","
                          51.29"
PTL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          60.95","
                          0.00","
                          9.26","
                          4.10","
                          25.69"
PTL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          60.95","
                          0.00","
                          9.42","
                          4.38","
                          25.25"
PTL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          60.95","
                          0.00","
                          10.04","
                          4.38","
                          24.63"
PUBALIBANK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          31.50","
                          0.00","
                          27.77","
                          0.19","
                          40.54"
PUBALIBANK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          31.50","
                          0.00","
                          27.78","
                          0.19","
                          40.53"
PURABIGEN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          31.58","
                          0.00","
                          23.92","
                          0.01","
                          44.49"
PURABIGEN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          31.58","
                          0.00","
                          27.45","
                          0.00","
                          40.97"
RAHIMAFOOD,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          37.38","
                          0.00","
                          13.19","
                          4.99","
                          44.44"
RAHIMAFOOD,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          37.38","
                          0.00","
                          10.88","
                          4.99","
                          46.75"
RAHIMAFOOD,"Share Holding Percentage
                    [as on May 31, 2023]","
                          37.38","
                          0.00","
                          10.88","
                          4.99","
                          46.75"
RAHIMTEXT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          70.94","
                          0.00","
                          5.98","
                          0.00","
                          23.08"
RAHIMTEXT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          70.94","
                          0.00","
                          7.52","
                          0.00","
                          21.54"
RAHIMTEXT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          70.94","
                          0.00","
                          7.49","
                          0.00","
                          21.57"
RANFOUNDRY,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          49.89","
                          0.00","
                          16.62","
                          0.00","
                          33.49"
RANFOUNDRY,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          49.89","
                          0.00","
                          16.71","
                          0.00","
                          33.40"
RANFOUNDRY,"Share Holding Percentage
                    [as on May 31, 2023]","
                          49.89","
                          0.00","
                          16.72","
                          0.00","
                          33.39"
RDFOOD,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          36.19","
                          0.00","
                          19.66","
                          0.00","
                          44.15"
RDFOOD,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          37.51","
                          0.00","
                          17.26","
                          0.00","
                          45.23"
RDFOOD,"Share Holding Percentage
                    [as on May 31, 2023]","
                          37.51","
                          0.00","
                          16.27","
                          0.00","
                          46.22"
RECKITTBEN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          82.96","
                          3.78","
                          4.52","
                          2.78","
                          5.96"
RECKITTBEN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          82.96","
                          3.78","
                          4.54","
                          2.78","
                          5.94"
REGENTTEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          54.55","
                          0.00","
                          4.61","
                          0.00","
                          40.84"
RELIANCE1,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          20.00","
                          0.00","
                          35.47","
                          0.00","
                          44.53"
RELIANCE1,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          20.00","
                          0.00","
                          36.74","
                          0.00","
                          43.26"
RELIANCE1,"Share Holding Percentage
                    [as on May 31, 2023]","
                          20.00","
                          0.00","
                          37.24","
                          0.00","
                          42.76"
RELIANCINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          64.24","
                          0.00","
                          2.46","
                          0.00","
                          33.30"
RELIANCINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          64.24","
                          0.00","
                          2.46","
                          0.00","
                          33.30"
RENATA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          51.29","
                          0.00","
                          19.39","
                          22.91","
                          6.41"
RENATA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          51.29","
                          0.00","
                          19.42","
                          22.73","
                          6.56"
RENATA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          51.29","
                          0.00","
                          19.43","
                          22.72","
                          6.56"
RENWICKJA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          0.00","
                          51.00","
                          21.43","
                          0.00","
                          27.57"
RENWICKJA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          0.00","
                          51.00","
                          21.39","
                          0.00","
                          27.61"
RENWICKJA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          0.00","
                          51.00","
                          21.25","
                          0.00","
                          27.75"
REPUBLIC,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          38.31","
                          0.00","
                          16.95","
                          0.00","
                          44.74"
REPUBLIC,"Share Holding Percentage
                    [as on May 31, 2023]","
                          38.31","
                          0.00","
                          17.56","
                          0.00","
                          44.13"
RNSPIN,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.00","
                          0.00","
                          11.03","
                          0.04","
                          58.93"
RNSPIN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.00","
                          0.00","
                          10.82","
                          0.04","
                          59.14"
RNSPIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.00","
                          0.00","
                          10.83","
                          0.04","
                          59.13"
ROBI,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          90.00","
                          0.00","
                          1.65","
                          0.00","
                          8.35"
ROBI,"Share Holding Percentage
                    [as on May 31, 2023]","
                          90.00","
                          0.00","
                          1.65","
                          0.00","
                          8.35"
RSRMSTEEL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          29.93","
                          0.00","
                          33.63","
                          0.00","
                          36.44"
RSRMSTEEL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          29.93","
                          0.00","
                          35.16","
                          0.00","
                          34.91"
RUNNERAUTO,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          41.23","
                          0.00","
                          35.56","
                          0.00","
                          23.21"
RUNNERAUTO,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          41.23","
                          0.00","
                          35.44","
                          0.00","
                          23.33"
RUNNERAUTO,"Share Holding Percentage
                    [as on May 31, 2023]","
                          41.23","
                          0.00","
                          35.45","
                          0.00","
                          23.32"
RUPALIINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          46.47","
                          0.00","
                          13.52","
                          0.00","
                          40.01"
RUPALIINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          46.47","
                          0.00","
                          13.93","
                          0.00","
                          39.60"
RUPALILIFE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          32.07","
                          0.00","
                          26.55","
                          0.00","
                          41.38"
SAIFPOWER,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          40.06","
                          0.00","
                          17.90","
                          0.00","
                          42.04"
SAIFPOWER,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          40.06","
                          0.00","
                          17.75","
                          0.00","
                          42.19"
SAIFPOWER,"Share Holding Percentage
                    [as on May 31, 2023]","
                          40.06","
                          0.00","
                          17.68","
                          0.00","
                          42.26"
SAIHAMTEX,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          33.70","
                          0.00","
                          21.04","
                          0.00","
                          45.26"
SAIHAMTEX,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          34.20","
                          0.00","
                          14.95","
                          0.00","
                          50.85"
SAIHAMTEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          34.20","
                          0.00","
                          15.53","
                          0.00","
                          50.27"
SALAMCRST,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          53.07","
                          0.00","
                          30.25","
                          0.00","
                          16.68"
SALAMCRST,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          48.50","
                          0.00","
                          34.06","
                          0.00","
                          17.44"
SALAMCRST,"Share Holding Percentage
                    [as on May 31, 2023]","
                          48.50","
                          0.00","
                          34.06","
                          0.00","
                          17.44"
SAMATALETH,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          33.88","
                          0.00","
                          4.24","
                          0.00","
                          61.88"
SAMATALETH,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          33.88","
                          0.00","
                          4.24","
                          0.00","
                          61.88"
SAMATALETH,"Share Holding Percentage
                    [as on May 31, 2023]","
                          33.88","
                          0.00","
                          4.22","
                          0.00","
                          61.90"
SAMORITA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          45.64","
                          0.00","
                          6.30","
                          0.01","
                          48.05"
SAMORITA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          45.64","
                          0.00","
                          11.18","
                          0.01","
                          43.17"
SAMORITA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          45.64","
                          0.00","
                          10.09","
                          0.01","
                          44.26"
SANDHANINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          31.45","
                          0.00","
                          13.96","
                          0.00","
                          54.59"
SANDHANINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          31.45","
                          0.00","
                          18.44","
                          0.00","
                          50.11"
SAPORTL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          59.00","
                          0.00","
                          13.82","
                          3.85","
                          23.33"
SAPORTL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          59.00","
                          0.00","
                          14.05","
                          3.78","
                          23.17"
SAPORTL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          59.00","
                          0.00","
                          13.92","
                          3.95","
                          23.13"
SBACBANK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          75.51","
                          0.00","
                          9.31","
                          0.00","
                          15.18"
SBACBANK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          75.51","
                          0.00","
                          9.31","
                          0.00","
                          15.18"
SEAPEARL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          46.83","
                          0.00","
                          26.64","
                          0.00","
                          26.53"
SEAPEARL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          46.83","
                          0.00","
                          25.91","
                          0.00","
                          27.26"
SEAPEARL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          46.83","
                          0.00","
                          25.24","
                          0.00","
                          27.93"
SEMLIBBLSF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.00","
                          0.00","
                          25.41","
                          0.00","
                          24.59"
SEMLIBBLSF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.00","
                          0.00","
                          26.10","
                          0.00","
                          23.90"
SEMLIBBLSF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          50.00","
                          0.00","
                          26.50","
                          0.00","
                          23.50"
SHAHJABANK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          48.22","
                          0.00","
                          14.71","
                          0.15","
                          36.92"
SHAHJABANK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          48.22","
                          0.00","
                          14.76","
                          0.15","
                          36.87"
SHASHADNIM,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          37.56","
                          0.00","
                          21.13","
                          0.17","
                          41.14"
SHASHADNIM,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          37.56","
                          0.00","
                          22.64","
                          0.00","
                          39.80"
SHASHADNIM,"Share Holding Percentage
                    [as on May 31, 2023]","
                          37.56","
                          0.00","
                          22.64","
                          0.00","
                          39.80"
SHEPHERD,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          51.48","
                          0.00","
                          23.29","
                          9.44","
                          15.79"
SHEPHERD,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          51.48","
                          0.00","
                          23.28","
                          9.49","
                          15.75"
SHEPHERD,"Share Holding Percentage
                    [as on May 31, 2023]","
                          51.48","
                          0.00","
                          23.28","
                          9.49","
                          15.75"
SHURWID,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          12.01","
                          0.00","
                          12.05","
                          0.00","
                          75.94"
SHURWID,"Share Holding Percentage
                    [as on May 31, 2023]","
                          12.01","
                          0.00","
                          12.00","
                          0.00","
                          75.99"
SHYAMPSUG,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          0.00","
                          51.00","
                          2.43","
                          0.00","
                          46.57"
SHYAMPSUG,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          0.00","
                          51.00","
                          2.25","
                          0.00","
                          46.75"
SIBL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          32.06","
                          0.00","
                          48.06","
                          1.18","
                          18.70"
SIBL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          32.06","
                          0.00","
                          48.42","
                          1.18","
                          18.34"
SILCOPHL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          39.12","
                          0.00","
                          8.99","
                          0.00","
                          51.89"
SILCOPHL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          39.00","
                          0.00","
                          12.18","
                          0.00","
                          48.82"
SILCOPHL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          38.99","
                          0.00","
                          12.84","
                          0.00","
                          48.17"
SIMTEX,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.00","
                          0.00","
                          19.16","
                          0.00","
                          50.84"
SIMTEX,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          31.65","
                          0.00","
                          15.39","
                          0.00","
                          52.96"
SIMTEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          31.65","
                          0.00","
                          12.16","
                          0.00","
                          56.19"
SINGERBD,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          57.00","
                          0.00","
                          24.88","
                          4.41","
                          13.71"
SINGERBD,"Share Holding Percentage
                    [as on May 31, 2023]","
                          57.00","
                          0.00","
                          24.73","
                          4.41","
                          13.86"
SINOBANGLA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.61","
                          0.00","
                          4.72","
                          0.00","
                          64.67"
SINOBANGLA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.61","
                          0.00","
                          14.24","
                          0.00","
                          55.15"
SINOBANGLA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.61","
                          0.00","
                          15.52","
                          0.00","
                          53.87"
SKICL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          60.00","
                          0.00","
                          4.54","
                          0.00","
                          35.46"
SKICL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          60.00","
                          0.00","
                          6.61","
                          0.00","
                          33.39"
SKTRIMS,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          31.23","
                          0.00","
                          23.49","
                          0.00","
                          45.28"
SKTRIMS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          31.23","
                          0.00","
                          26.05","
                          0.00","
                          42.72"
SKTRIMS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          31.23","
                          0.00","
                          24.91","
                          0.00","
                          43.86"
SONALIANSH,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.78","
                          0.00","
                          5.63","
                          0.00","
                          43.59"
SONALIANSH,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.78","
                          0.00","
                          5.63","
                          0.00","
                          43.59"
SONALILIFE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          54.85","
                          0.00","
                          5.05","
                          0.00","
                          40.10"
SONALILIFE,"Share Holding Percentage
                    [as on May 31, 2023]","
                          54.85","
                          0.00","
                          11.72","
                          0.00","
                          33.43"
SONALIPAPR,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          67.51","
                          0.00","
                          10.30","
                          0.00","
                          22.19"
SONALIPAPR,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          67.51","
                          0.00","
                          6.45","
                          0.00","
                          26.04"
SONALIPAPR,"Share Holding Percentage
                    [as on May 31, 2023]","
                          67.51","
                          0.00","
                          5.30","
                          0.00","
                          27.19"
SONARBAINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          39.52","
                          0.00","
                          10.14","
                          0.00","
                          50.34"
SONARBAINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          39.52","
                          0.00","
                          12.21","
                          0.00","
                          48.27"
SONARGAON,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          44.55","
                          0.00","
                          1.80","
                          0.00","
                          53.65"
SONARGAON,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          44.55","
                          0.00","
                          1.80","
                          0.00","
                          53.65"
SONARGAON,"Share Holding Percentage
                    [as on May 31, 2023]","
                          44.55","
                          0.00","
                          1.80","
                          0.00","
                          53.65"
SOUTHEASTB,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          35.30","
                          0.00","
                          35.43","
                          1.41","
                          27.86"
SOUTHEASTB,"Share Holding Percentage
                    [as on May 31, 2023]","
                          35.30","
                          0.00","
                          36.63","
                          1.41","
                          26.66"
SPCERAMICS,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.00","
                          0.00","
                          5.04","
                          0.00","
                          44.96"
SPCERAMICS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.00","
                          0.00","
                          6.50","
                          0.00","
                          43.50"
SPCERAMICS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          50.00","
                          0.00","
                          6.80","
                          0.00","
                          43.20"
SPCL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          60.29","
                          0.00","
                          17.31","
                          0.00","
                          22.40"
SPCL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          59.21","
                          0.00","
                          16.21","
                          0.00","
                          24.58"
SPCL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          59.21","
                          0.00","
                          16.21","
                          0.00","
                          24.58"
SQUARETEXT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          61.83","
                          0.00","
                          22.69","
                          3.09","
                          12.39"
SQUARETEXT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          61.83","
                          0.00","
                          22.40","
                          3.07","
                          12.70"
SQUARETEXT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          61.83","
                          0.00","
                          22.42","
                          3.07","
                          12.68"
SQURPHARMA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          34.67","
                          0.00","
                          14.85","
                          13.91","
                          36.57"
SQURPHARMA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          34.67","
                          0.00","
                          15.09","
                          13.21","
                          37.03"
SQURPHARMA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          34.67","
                          0.00","
                          15.21","
                          13.13","
                          36.99"
SSSTEEL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          31.79","
                          0.00","
                          11.14","
                          0.00","
                          57.07"
SSSTEEL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          31.79","
                          0.00","
                          11.30","
                          0.00","
                          56.91"
SSSTEEL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          31.79","
                          0.00","
                          11.30","
                          0.00","
                          56.91"
STANCERAM,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.50","
                          0.00","
                          3.97","
                          0.00","
                          65.53"
STANCERAM,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.50","
                          0.00","
                          4.57","
                          0.00","
                          64.93"
STANCERAM,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.50","
                          0.00","
                          4.64","
                          0.00","
                          64.86"
STANDARINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          64.28","
                          0.00","
                          12.34","
                          0.00","
                          23.38"
STANDARINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          64.28","
                          0.00","
                          12.34","
                          0.00","
                          23.38"
STANDBANKL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          36.19","
                          0.00","
                          28.36","
                          0.38","
                          35.07"
STANDBANKL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          36.19","
                          0.00","
                          28.93","
                          0.33","
                          34.55"
STYLECRAFT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          38.81","
                          0.00","
                          4.64","
                          0.00","
                          56.55"
STYLECRAFT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          38.81","
                          0.00","
                          1.35","
                          0.00","
                          59.84"
STYLECRAFT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          38.81","
                          0.00","
                          1.34","
                          0.00","
                          59.85"
SUMITPOWER,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          63.21","
                          0.00","
                          18.77","
                          3.65","
                          14.37"
SUMITPOWER,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          63.18","
                          0.00","
                          18.67","
                          3.65","
                          14.50"
SUMITPOWER,"Share Holding Percentage
                    [as on May 31, 2023]","
                          63.18","
                          0.00","
                          18.67","
                          3.65","
                          14.50"
SUNLIFEINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          38.29","
                          0.00","
                          17.67","
                          0.00","
                          44.04"
SUNLIFEINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          38.29","
                          0.00","
                          18.98","
                          0.00","
                          42.73"
TAKAFULINS,"Share Holding Percentage
                    [as on Jun 30, 2022]","
                          48.26","
                          0.00","
                          15.54","
                          0.07","
                          36.13"
TALLUSPIN,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.00","
                          0.00","
                          20.30","
                          0.16","
                          49.54"
TALLUSPIN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.00","
                          0.00","
                          20.29","
                          0.12","
                          49.59"
TALLUSPIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.00","
                          0.00","
                          20.37","
                          0.16","
                          49.47"
TAMIJTEX,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          61.23","
                          0.00","
                          0.30","
                          0.00","
                          38.47"
TAMIJTEX,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          61.23","
                          0.00","
                          0.28","
                          0.00","
                          38.49"
TAMIJTEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          61.23","
                          0.00","
                          1.49","
                          0.00","
                          37.28"
TILIL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          51.35","
                          0.00","
                          8.50","
                          0.00","
                          40.15"
TILIL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          51.35","
                          0.00","
                          8.58","
                          0.00","
                          40.07"
TITASGAS,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          0.00","
                          75.00","
                          15.40","
                          0.47","
                          9.13"
TITASGAS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          0.00","
                          75.00","
                          15.00","
                          0.18","
                          9.82"
TITASGAS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          0.00","
                          75.00","
                          15.03","
                          0.18","
                          9.79"
TOSRIFA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          47.12","
                          0.00","
                          25.41","
                          0.00","
                          27.47"
TOSRIFA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          45.57","
                          0.00","
                          24.27","
                          0.00","
                          30.16"
TOSRIFA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          45.57","
                          0.00","
                          27.41","
                          0.00","
                          27.02"
TRUSTB1MF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          1.51","
                          0.00","
                          32.12","
                          0.00","
                          66.37"
